,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
1181,"The deep state and the secret evil empire, especially the evil Chinese communist regime are so corrupt and powerful. They are doing their best to destroy America democracy! How tragic! Evil politicians like the Biden family has controlled the corrupt elections! How sad!",1,0,0,[1 0 0],sarcasm
1182,@JoeBiden Congratulations ...,0,1,0,[0 1 0],regular
1183,Well done him. #VoteTrump https://t.co/3JLLErvag2,1,0,0,[1 0 0],regular
1184,Defeat dance #Trump #Election2020 #Elections2020 #Biden https://t.co/YPJ8FaNmcW,0,1,0,[0 1 0],regular
1185,"@JustBella @JoeBiden Yes, 2 days to end the communists and associates dream to access the White House using desperate Dems and their pathetic candidate. Kamala is already talking about â€œherâ€ executive orders. Thatâ€™s the plan: get get rid off poor sleepy Joe.",1,0,0,[1 0 0],regular
1186,@waltshaub Getting?  I'M DONE.  I'm done with this cockroach and his rat followers.  #NovemberIsComing,0,0,1,[0 0 1],regular
1187,"Happy birthday to my darling daughter! You are unbelievably precious to me, and I hope you realize that you are my everything. May your birthday be filled with splendor and love #9thBirthday #November3rd #Angel #Mine https://t.co/mUj3jZBwVI",0,0,1,[0 0 1],regular
1188,I need to know who was signing for #Biden!!!! He was just the greatest!!! I could feel the energy! What a treat!!! Thank you! #USElectionResults2020 #MVPHarris #Biden,0,1,0,[0 1 0],regular
1189,"@realDonaldTrump INDIA WITH @realDonaldTrump!!

#MakeAmericaGreatAgain
#USAElections2020",1,0,0,[1 0 0],regular
1190,"#India emerges among top three FDI destinations since 2-3 years: Survey.
@narendramodi @PMOIndia
@realDonaldTrump @POTUS
#BJP
#Trump2020
#TeamTrump
#NAMO
#MAGA
#AtmaNirbharBharat
https://t.co/PzHZOay2sc via NaMo App https://t.co/iWcqSSmwKJ",0,0,1,[0 0 1],regular
1191,"Updates
#ElectionDay 
#Biden??
#Trump!! https://t.co/dT2rlI5Bnl",1,0,0,[1 0 0],regular
1192,#GameOver #DonaldTrump now you can go Home! You got what you deserve! Please Joe free this Country and unite this Country and #MakeAmericaGreatAgain  #JoeBiden https://t.co/PxGoEECs3r,0,1,0,[0 1 0],regular
1193,This is a MUST watch. #Trump #COVID__19 🦠 https://t.co/2Nf3q8OwV3,0,0,1,[0 0 1],regular
1194,Heavy turnout and glitches mark start of early voting in Georgia https://t.co/9KGpfPy6fw #Georgia #Georgians #Atlanta #EarlyVote #EarlyVoting #Election2020 #Democrats #Biden2020 #JoeBiden #JoeBiden2020 #Biden #BidenForPresident2020 #KamalaHarris #Republicans #RepublicansForBiden,0,0,1,[0 0 1],regular
1195,"Lol, how much this greeting hurts trump! 😄 https://t.co/a9WtdxlVyA",0,1,0,[0 1 0],regular
1196,@JoeBiden Back on harrassing children.,1,0,0,[1 0 0],regular
1197,"Biden may do better than Trump, but he may also impose more threat to China. https://t.co/9KVxro12zv",0,0,1,[0 0 1],regular
1198,Wikileaks helped Trump in 2016 precisely because Trump was the best candidate to break America apart and to expose America to the destiny of the USSR... https://t.co/8zqpYm46J8,0,0,1,[0 0 1],regular
1199,"@shinryujinswife @world_of_pop_ @JoeBiden @realDonaldTrump @realDonaldTrump will definitely win, but not in this rigged election, soon and by the order of Supreme Court.",1,0,0,[1 0 0],regular
1200,Major breaking news from israel: former mk oren hazan endorse donald trump. @CNN @FoxNews @NBCNews @ABC @OANN https://t.co/FQyCF0JawT,1,0,0,[1 0 0],regular
1201,"https://t.co/MJMsvlofi6
Joe Biden wins US Presidency after long, bitter contest with Trump
#JoeBiden #TrumpIsLosing @JoeBidenBro @realDonaldTrump #USPresidentialElections2020 #USElections #USElection2020 #Trump #JOEBIDEN2020",0,1,0,[0 1 0],regular
1202,"@realDonaldTrump Shame...🛎 
Shame...🛎
Shame...🛎

I'm ashamed of the stupid ex-president's stance.

#Trumplooser #ForaTrump #TrumpIsPathetic",0,1,0,[0 1 0],regular
1203,"USA is fucked!! They’ve had Trump for 4 years, a crazy old man.... to be replaced by Biden a creepy old man!! 

I love visiting the US, but it’s all a bit fucked up right now. #TrumpMeltdown #CreepyJoeBiden #USElection2020 #AmericaDecides #fuckedup",0,0,1,[0 0 1],regular
1204,"@realDonaldTrump *president sleepy Joe Biden, for you.",1,0,0,[1 0 0],regular
1205,"@Hero3Greek @JONNYFROZEN2 @PrimeministerGR @JoeBiden They are going to turn in favor of Biden, because God is always on the right side!",0,1,0,[0 1 0],regular
1206,"Ehy Joe! Did you already decided how 2 celebrate? I suggest you to let the party organize to your son #HunterBiden! It will be very funny! Imagine... Crack, underage girls, cocaine, $ from China &amp; cotillons 4 everybody!!! 😂🤣😂#HunterBidensEmails #Trump2020 #HunterBidenCrackPipe https://t.co/agui9gjBUZ",1,0,0,[1 0 0],regular
1207,"We are all waiting 🗳

#ElectionNight 
#Elections2020
#Trump2020 #TeamTrump @realDonaldTrump",1,0,0,[1 0 0],regular
1208,"@KamalaHarris 
Hello Ms. Harris, despite the fact that Trump did not vote, it is rumored that his wife wants to get a divorce, is it true ???",0,0,1,[0 0 1],regular
1209,#Trump's parting gift to the Middle East: a rolling carpet of sanctions... https://t.co/AHsY5SwAqw,0,0,1,[0 0 1],regular
1210,"#USElections ; always keep in mind @realDonaldTrump , there is a difference between the 2016 Â«Â not MY presidentÂ Â» end the 2020 Â«Â not The PresidentÂ Â» ... ...",0,0,1,[0 0 1],regular
1211,"congrats president @JoeBiden for wining against crazy trump 
i wish peace between iranian government and you and your great team https://t.co/rHyF1HGwlh",0,1,0,[0 1 0],regular
1212,@piersmorgan The college of physicians and surgeons should be intervening and suspending this clown. What a shit show. Ffs people wtf up #VoteBidenHarris2020 #VoteTrumpOut,0,1,0,[0 1 0],regular
1213,"We will take your revenge. #Trump gambler know we are all Qassem #soleimani
 
#general_of_hearts
#Ghasemsoleimany 
#Qassem_soleimani
#قاسم_سلیمانی #سرداردلها https://t.co/lxKIvRgUi1",0,0,1,[0 0 1],regular
1214,#WhiteHouse is for #biden anymore #Trump #Election2020 https://t.co/LAzcghdNb7,0,1,0,[0 1 0],regular
1215,"""RIGGED 2020 ELECTION: MILLIONS OF MAIL-IN BALLOTS WILL BE PRINTED BY FOREIGN COUNTRIES, AND OTHERS. IT WILL BE THE SCANDAL OF OUR TIMES!"" On a side note, I'm gonna name my firstborn, ""Above."" #torontocentre https://t.co/SY1vNiXy7A",1,0,0,[1 0 0],regular
1216,@scp035themask @world_of_pop_ @JoeBiden @realDonaldTrump #Biden is a big danger for #USA and you knows it better than me. You say all this about a man who will ruin and destroy whatever @realDonaldTrump created over the past 4 years. It shouldn’t happen.,1,0,0,[1 0 0],regular
1217,"Please #VOTE For humanity, for decency, for change, for your children, for your family, for your health, for education, for equality, for justice. #VoteBlueToSaveAmerica https://t.co/foWtBRhLD8",0,1,0,[0 1 0],regular
1218,"@uponapyre @BrainyFlatus @MikeSingerMusic @realDonaldTrump I don’t think so, nothing is declared. Many democrat supporters want to steal votes and keep yapping about how #Biden got most of mailed ballots which is totally corrupted and rigged.",1,0,0,[1 0 0],regular
1219,Ladies! Find you a man that loves you like Hunter Biden loves crack #neversettle #HunterBiden #comeonman @JoeBiden https://t.co/dRuyVfs3mJ,1,0,0,[1 0 0],regular
1220,"@SenKamalaHarris We are very happy that America was saved from a mess like Trump. As an Iranian citizen, I heartily congratulate the American people on this victory.",0,1,0,[0 1 0],regular
1221,This is what simple and pure joy is about- watching people who won with @JoeBiden and @KamalaHarris against hatred and division. So happy for all of you! #BidenHarris2020 #biden #Elections2020,0,1,0,[0 1 0],regular
1222,"The count is really giving @realDonaldTrump a beating! #TrumpIsLosing #ByeByeTrump #bidenharis2020 
#bidenharis2020 https://t.co/zQEx4IHA9v",0,1,0,[0 1 0],regular
1223,@DonaldJTrumpJr WE JUST STAND BEHIND YOU AND MR. PRESIDENT FIRST SON!!!,1,0,0,[1 0 0],regular
1224,"Mail-In Ballots in Pennsylvania Not Registered in State Data, Hundreds of Voters Say https://t.co/ci2ZThCCEB @epochtimesã‚ˆã‚Š",0,0,1,[0 0 1],regular
1225,@ananavarro I finally discover that TRUMP is “VASCO” (for those outside Brazil VASCO is a soccer team that always is second and think he is the best team),0,0,1,[0 0 1],regular
1226,"Former Fed Chair Janet Yellen is Biden’s pick for Treasury secretary. 

#trmx",0,0,1,[0 0 1],regular
1227,@csd @TimMurtaugh @DonaldJTrumpJr The steal is a rigged election that world knows now.,1,0,0,[1 0 0],regular
1228,"God bless America #Trump2020 
#Elections2020",0,1,0,[0 1 0],regular
1229,Get out &amp; vote or people like @ScottBaio &amp; GOPers will probably start hating puppies too. Wouldn’t put it past those nasty people. Bullies. #VoteHimOut #Vote2020 #2020Elections #AmericasGreatestMistake #BidenHarris #BidenHarris2020ToSaveAmerica #235kDeadAmericans https://t.co/eucNFvb1Lz,0,1,0,[0 1 0],regular
1230,"@SpeakerPelosi No mask. Oh no you didn't! But the rules don't apply to you as to Trump. I challenge any dem to call you out on it! Must make life easier, and you are not president! You made his job harder from day 1, then criticize. Que huevos tienes!
https://t.co/xvKOp8KbWR",1,0,0,[1 0 0],regular
1231,"Strong govt doesn't mean simply military &amp; money power or an efficient intelligence apparatus. Instead, it should mean effective, fair administration.. in other words, '""good governance'""
Like #India, #America too struggling for a #CHANGE.
#MakeAmericaGreatAgain @realDonaldTrump https://t.co/PtWaE0AVm8",1,0,0,[1 0 0],regular
1232,"@realDonaldTrump Mr. Trump, you are the only way to save Iranians from the bloodthirsty regime of the Islamic Republic, and we wish you victory from the bottom of our hearts. https://t.co/aYOPsEmRLG",1,0,0,[1 0 0],regular
1233,@IvankaTrump @realDonaldTrump We want Back Donald Trump! God bless American Again!,1,0,0,[1 0 0],regular
1234,"@JoeBiden Mr. Biden, is like to get a straight answer: why were there mass deportations of immigrants during Obama-Biden administration?  @POTUS Mr. President Trump: what is the GOP’s agenda towards achieving immigration reforms?",0,1,0,[0 1 0],regular
1235,"Biden has a clear-eyed view of the threat posed by Russiaâ€”but a lot of bad advice to ignore. https://t.co/5P3OogzWfs

Good read about #Biden's foreign policy priorities vis a vis #Russia, #EU #Ukraine #Georgia #NATO",0,0,1,[0 0 1],regular
1236,@HKrassenstein @realDonaldTrump Biden won with fraud,1,0,0,[1 0 0],regular
1237,Supreme Court rejects Texas lawsuit to overturn Joe Biden’s election victory https://t.co/QobsNrjLLd via @BostonDotCom,0,0,1,[0 0 1],regular
1238,"#Biden or #Trump ??
Greetings from #Argentina 

Gracias a:
@conservadoratha @ProfessorDestro @guelmi487 @ReinaSoros @Naho80299188 @Elainnefaria1 @SaBolsonaro @rosanajuan12 @Rosamon29936016 @DirSegueDir @RayaGirl4 @SManipulado @revistacodigo21   
#Elections2020 #ElectionDay https://t.co/EM07C7QOuj",0,0,1,[0 0 1],regular
1239,There sure are a lot of people gathering in close proximity for people who were afraid to fill out a ballot in person.,0,0,1,[0 0 1],regular
1240,"“If” @realDonaldTrump lose, will @JoeBiden be the new best friend of @narendramodi? 🤔🤔

#AmericaDecides2020 #USElection #DonaldTrump #PresidentialElection #KeepAmericaGreat #TeamTrump #Trump2020 #DonaldTrump #Biden2020 #NarendraModi #BJP",0,0,1,[0 0 1],regular
1241,Trump 2020 #MAGA 🇺🇸,1,0,0,[1 0 0],regular
1242,"@realDonaldTrump @Varneyco @FoxBusiness You are losing, pal
#ByeByeTrump https://t.co/aYg7Q0C7Zr",0,1,0,[0 1 0],regular
1243,@bsmitch007 still working hard for that last single vote #MyPresident,0,0,1,[0 0 1],regular
1244,"“What is on the ballot is the character of this country.  Decency, honor, respect.” 

#Debates2020",0,0,1,[0 0 1],regular
1245,"@TIME @ianbremmer You mean AMLO still hasn’t congratulated Biden, not Donald Trump.",0,0,1,[0 0 1],regular
1246,"#Biden presidency will be nothing but the gold digger for clean energy stocks and Markets
#BidenHarris2020",0,1,0,[0 1 0],regular
1247,"In 2016, I was in Taiwan watching DT win the #election. That was devastating to see from the other side of the world. Today, I am in South Korea watching @JoeBiden win. Life is great in balance! ðŸ™ŒðŸ½ #JOEBIDEN2020 #JoeBiden https://t.co/xrThPl13ua",0,1,0,[0 1 0],regular
1248,"@ddlovato @JoeBiden @KamalaHarris I am not American. But I want to wish you success in the peaceful fight against racism, so that everyone will live well and there will be no war anywhere and never. Peace and love.",0,0,1,[0 0 1],regular
1249,The Enlace Jurídico México family congratulates @JoeBiden and @KamalaHarris for having been elected as representatives in the elections and hopes that national relations will be strengthened between both countries.   🇲🇽 🇺🇸🇲🇽🇺🇸🇲🇽🇺🇸🇲🇽🇺🇸🇲🇽,0,1,0,[0 1 0],regular
1250,"""time to heal""
 ""not to divide but to unify"" #biden
#USElection2020 https://t.co/XxDnsNNgql",0,1,0,[0 1 0],regular
1251,"@AP Rather have a ""Sleepy Joe"" instead of a ""diabolic Chuky Donald clown""ðŸ˜œ",0,1,0,[0 1 0],regular
1252,"@McFaul Common Michael, it's difficult to ignore that Trump brought to Russia more problem then any help. During the election he said that he doesn't interested in Ukraine and won't support them, but he did. Weapons, NordStream2, coal etc. He works against in Syria, opensky withdrawal",0,1,0,[0 1 0],regular
1253,"A few days before election in USA 🇺🇸 I asked and I’m asking to all Albanian friend with the right of vote to make the right choice, to vote #MAGA2020 and @realDonaldTrump 🇦🇱😇🇺🇸Albania for Donald Trump",1,0,0,[1 0 0],regular
1254,Democrats closed my two YouTube channels because i supported Donald Trump. I writing truth. Him is legally winner for president 2020. They closed my two real channels and clear i my songs whathever i posted beforre 7 or 8 years. Now is not allowed even comments @realDonaldTrump https://t.co/Hlvz2P7gmq,1,0,0,[1 0 0],regular
1255,"We as #Lebaneses, non Americans, checking the results on #Google every 30 seconds!

Seriously we're waiting for the #USAElections2020 to define our future ðŸ™ƒ

 #USElection2020 #Elections2020 #Election2020
#ElectionNight
#DonaldTrump #JoeBiden #AmericaDecides2020",0,0,1,[0 0 1],regular
1256,"Late to this, I guess these protesters are the same kind of gobsheens who burned and looted towns and cities all Summer. Trump might be a dose, but at least he's consistently so.",0,0,1,[0 0 1],sarcasm
1257,Unemployment aid set to lapse Saturday as Trump’s plans for relief bill remain unclear https://t.co/Yfwg3zkctx via @BostonDotCom,0,0,1,[0 0 1],regular
1258,@JoeBiden Back in the game? ðŸ¤¦ðŸ»â€â™‚ï¸ https://t.co/n33bc0BsHU,0,1,0,[0 1 0],regular
1259,He knows the truth. This was his plan all along if he looses. He was saying weeks ago that mail ballots should be disqualified and that Election Day votes are the only ones that should be counted. He may be evil but he is not stupid. https://t.co/IB9PyDK3oM,0,1,0,[0 1 0],regular
1260,"I’ve you’ve never known a sore loser in your life, here’s one. ⬇️ @realDonaldTrump #TrumpIsALaughingStock #TrumpIsPathetic #MakeAmericaGreatAgain #BidenHarris2020 #BidenHarris2020ToSaveAmerica https://t.co/Qtd6usY1TA",0,1,0,[0 1 0],regular
1261,"Facing massive cyber bullying and malicious attack from the mass media, Trump cannot survive the pressure of this battle without a strong mind and the uplifting of God.#Election2020 #Trump2020",1,0,0,[1 0 0],regular
